latitude,longitude,raw_model_score,prospectivity_score,prospectivity_class,geological_group,geological_formation,stratigraphic_unit,lithology
21.63297,79.68524,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.77508,80.16625,0.5865148153191737,88.4325,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.5244,79.74447,0.013676722591354062,33.0475,LOW,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.67304,79.63279,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.65368,79.80311,0.08250529689724986,77.3175,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.5568,79.65207,0.06478313883131255,75.7875,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.7582,80.17704,0.04758901421763928,73.4925,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.72194,79.80803,0.07433455413446094,76.6725,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.59458,79.73346,0.03304011432025089,70.27250000000001,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.66473,79.81576,0.23385049012138862,83.33749999999999,VERY HIGH,,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.69492,79.69164,0.0510163650872799,74.0425,HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.65787,79.8438,0.586273398864408,88.42750000000001,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.87886,80.12006,0.031040317072613042,69.6025,HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.93701,80.4627,0.08781212100585604,77.6775,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.53863,79.66031,0.022985395026087384,65.8025,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.56033,79.71482,0.879676610827639,92.7025,VERY HIGH,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.80928,80.13149,0.14397242490467774,80.7025,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.78459,80.04645,0.017753520203839763,60.415,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.66244,79.73661,0.35374628892287807,85.6975,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.50188,79.68899,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.80382,80.1954,0.893124966808649,93.3775,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.55012,79.62494,0.017528926226485008,59.942499999999995,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.53909,79.80459,0.5943647991131212,88.52250000000001,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.89278,80.16109,0.02577374024273423,67.3525,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.77716,80.21856,0.02911714852768804,68.9275,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.59601,79.78742,0.03384891619668317,70.4925,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.80251,80.24759,0.5833443613877024,88.3975,VERY HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.95537,80.38955,0.014863733788583706,52.997499999999995,MODERATE,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.58703,79.69668,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.70492,79.86699,0.45006489469243477,87.07249999999999,VERY HIGH,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.64653,79.71082,0.04977323945007795,73.8425,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.9104,80.44335,0.06749746933065337,76.0425,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.73742,80.14803,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.5443,79.69109,0.4236060522575322,86.7525,VERY HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.50532,79.72756,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.82133,80.22002,0.9177023194865145,95.3025,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.79164,80.26123,0.049957553386885754,73.8725,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),
21.52046,79.6115,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.82527,80.16321,0.2307450924500923,83.26249999999999,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.566,79.67719,0.7311222227138912,89.7375,VERY HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.78229,80.01379,0.01574341219399376,55.4975,MODERATE,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.61562,79.71363,0.10342014595343257,78.75750000000001,HIGH,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.58456,79.63116,0.01652711672136006,58.292500000000004,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.58071,79.71701,0.10922535935579741,79.1125,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.59164,79.74697,0.02302693152500271,65.8375,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.71231,80.2349,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.46659,79.75666,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.99795,80.4517,0.026520401953048164,67.86,HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.95622,80.51099,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.54106,79.72299,0.8862680252980001,93.0125,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.52984,79.71107,0.013676722591354062,33.0475,LOW,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.79106,80.08328,0.02672581269635686,68.0025,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.9905,80.44912,0.679648735249571,89.2325,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.98594,80.40802,0.015680284084818044,55.2275,MODERATE,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.65229,79.72447,0.101236119513908,78.6125,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.6568,79.70627,0.17258550265258618,81.72749999999999,VERY HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.66799,79.72326,0.8442360262021993,91.4575,VERY HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.74126,80.18981,0.043417531605715494,72.6975,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.79814,80.18892,0.8962975319596109,93.54249999999999,VERY HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.52673,79.67572,0.013676722591354062,33.0475,LOW,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.89227,80.59058,0.012002004835930693,1.2225,VERY LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.51704,79.70919,0.013676722591354062,33.0475,LOW,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.74953,79.83056,0.10982967035105266,79.1775,HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.79246,80.1864,0.8963306453550134,93.5575,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.85509,80.24875,0.893854551796835,93.3925,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.89482,80.2688,0.012896054961307102,2.0425,VERY LOW,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.54656,79.77057,0.8983604438182469,93.6875,VERY HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.85708,80.19306,0.2401174277531969,83.5125,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.98533,80.4052,0.019733913321517693,63.4775,HIGH,,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.54486,79.71127,0.9036795274089495,94.11749999999999,VERY HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.58541,79.66197,0.01610537526151505,57.2725,MODERATE,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.92964,80.23886,0.03134301581234911,69.7525,HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.82494,80.23305,0.9358571118512531,98.00750000000001,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.78595,80.07811,0.018347310736941885,61.262499999999996,HIGH,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.89625,80.21662,0.03163050070683684,69.8275,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.85925,80.27866,0.025491365847181414,67.22749999999999,HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.71932,79.8503,0.8684300417760796,92.2875,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.61229,79.65819,0.01445731419327663,51.42250000000001,MODERATE,Sausar Group,,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.96468,80.45958,0.9075882666692908,94.43249999999999,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.72111,79.85153,0.9189622175079174,95.4225,VERY HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.83983,80.22572,0.9383184505565484,98.5025,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.49632,79.69942,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.73515,79.80036,0.12971784138000905,80.0975,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.5853,79.73056,0.12173024677023919,79.7425,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.59852,79.67312,0.027757707504142182,68.4425,HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.68638,79.73539,0.942143827107494,99.39,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.81893,80.20572,0.8966592444343466,93.5725,VERY HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.84053,80.21011,0.7484538957145698,89.9675,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.99903,80.49604,0.018076833165146435,60.9125,HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.5884,79.70091,0.11422094463264573,79.3925,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.72663,79.75862,0.1306544301748911,80.16250000000001,VERY HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.4977,79.77248,0.013676722591354062,33.0475,LOW,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.97175,80.46428,0.9421443177732479,99.4,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.83066,80.20192,0.5665952499462091,88.2475,VERY HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.666,79.69939,0.34773098595871293,85.5875,VERY HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.72655,79.84082,0.8958864803816693,93.4975,VERY HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.78927,80.01689,0.0173281837803529,59.575,MODERATE,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.68864,79.72438,0.9436831610191432,99.70750000000001,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.82647,80.16603,0.7417165959344691,89.8525,VERY HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.78525,80.01545,0.034667192901287,70.7075,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.8461,80.23663,0.9428067725279433,99.5325,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.53104,79.72759,0.013676722591354062,33.0475,LOW,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.79402,80.22555,0.3700329104671816,85.9575,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.81347,80.21553,0.749156440072044,89.97749999999999,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.96275,80.4815,0.9335671417979395,97.4975,VERY HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.97872,80.47508,0.9424596210302141,99.4525,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.99071,80.50138,0.021460996408235483,64.80749999999999,HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.71002,79.74611,0.37421062873016614,86.0275,VERY HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.53994,79.718,0.7928431220275809,90.5425,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
22.02942,80.48157,0.05401788203194562,74.4675,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.94184,80.47712,0.15215560696751235,81.0475,VERY HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.6759,79.72497,0.9263382684614866,96.3475,VERY HIGH,,Tirodi Gneiss,,"Biotite gneiss (potassic, migmatitic)"
21.79717,80.15675,0.7349191363664208,89.7875,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.75749,79.81444,0.01925089447279073,63.0975,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.85519,80.25554,0.04481066716867995,72.9925,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.672,79.83706,0.04693070590775035,73.3875,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.83484,80.13517,0.026157620104198812,67.5425,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.54367,79.66376,0.022510534666217868,65.4025,HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.9806,80.50358,0.04890556918275897,73.7125,HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.5242,79.69853,0.013676722591354062,33.0475,LOW,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.92298,80.45094,0.09927588892208354,78.4525,HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.79533,80.15624,0.524488060764104,87.8075,VERY HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.55208,79.70306,0.9041501688334509,94.1575,VERY HIGH,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.75368,79.8281,0.1441513032425415,80.71249999999999,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.55511,79.75012,0.936091566900244,98.0525,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.7033,79.77823,0.26666971587703997,84.1175,VERY HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.68614,79.83481,0.03708316230870989,71.4275,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.57287,79.83343,0.03313055392391067,70.3025,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.7201,79.86208,0.9107310036367702,94.7175,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.69072,79.77282,0.08465548563760396,77.4475,HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.80163,80.02696,0.017595575523821957,60.1225,HIGH,,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.77761,80.0146,0.06355357373991576,75.61250000000001,HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.54652,79.69229,0.9351843188951345,97.8775,VERY HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.7257,79.64713,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.70473,79.69512,0.022501604174971657,65.3975,HIGH,Tirodi Gneissic Complex,,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.5379,79.72628,0.901848946403387,93.95750000000001,VERY HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.96572,80.46344,0.9450363872436619,99.895,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.70902,80.07151,0.026395768246155454,67.72749999999999,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.9538,80.47802,0.7953408099146587,90.60249999999999,VERY HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.80291,80.25072,0.18753645338419894,82.2125,VERY HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.75043,80.04122,0.06917269333893994,76.2175,HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.722,80.27152,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.82891,80.1983,0.4562421505871541,87.1475,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.70794,79.8311,0.21996501212562433,83.0225,VERY HIGH,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.73995,80.01384,0.026947117797408764,68.1225,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.59155,79.70872,0.4215456862024234,86.7425,VERY HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.96882,80.11652,0.014965908563373983,53.4575,MODERATE,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.78324,80.21228,0.3837472846929463,86.1225,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.54844,79.68244,0.9411231332366079,99.2025,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.80787,80.20792,0.8992385646591141,93.7325,VERY HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.86259,80.19523,0.2412542262835636,83.5475,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.87898,80.25713,0.17690005478940685,81.8725,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.9753,80.46553,0.9443597866352265,99.7725,VERY HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.5438,79.67119,0.025394791973146508,67.16499999999999,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.54747,79.63624,0.028134231104751356,68.5575,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.78089,80.00417,0.018729069336114696,62.22,HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.84706,80.29613,0.016812874041815955,58.762499999999996,MODERATE,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
