date,mine_id,month,quarter,day_of_week,planned_production_tpd,actual_production_tpd,total_trucks,available_trucks,active_trucks,total_shovels,available_shovels,active_shovels,truck_availability_pct,shovel_availability_pct,truck_utilization_pct,shovel_utilization_pct,truck_downtime_hours,shovel_downtime_hours,truck_breakdown_events,shovel_breakdown_events,maintenance_delay_hours,haul_distance_km,average_loaded_travel_time_min,average_empty_travel_time_min,average_loading_time_min,average_dumping_time_min,average_cycle_time_min,truck_cycles,queue_delay_min,haulage_delay_hours,operating_hours,effective_operating_hours,overall_utilization_pct,loading_efficiency_pct,haulage_efficiency_pct,blasting_delay_hours,shift_delay_hours,fragmentation_index,weather_disruption_hours,rainfall_mm,temperature_c,soil_moisture_index,ground_condition_index,ore_feed_tonnes,ore_grade_pct,waste_to_ore_ratio
2021-12-29,MINE_01,12,4,Wednesday,3131.0,3016.0,18,18,17,4,4,3,100.0,100.0,93.2,97.7,1.4,0.3,0,0,0.2,4.35,8.5,8.0,2.9,1.5,22.6,50,1.7,0.2,21.8,20.6,94.2,85.4,79.4,1.0,0.0,74.6,0.0,2.5,18.1,7.9,1.0,8082.210416181449,0.7425910084085819,1.3270656144752258
2021-12-30,MINE_01,12,4,Thursday,2767.0,2125.0,18,16,14,4,4,3,88.9,100.0,98.3,85.6,17.2,0.1,1,0,2.1,4.63,11.3,6.5,5.9,1.9,27.1,37,1.5,0.1,22.0,20.9,94.7,73.7,85.0,0.0,0.0,59.6,0.0,1.0,21.1,6.3,11.7,8152.300609034807,0.58300671027362,1.4441634788165418
2021-12-31,MINE_01,12,4,Friday,2393.0,2370.0,18,18,18,4,3,3,100.0,75.0,86.8,81.9,1.1,4.1,0,0,1.2,4.04,9.3,6.4,5.1,2.3,25.8,45,2.6,0.3,21.8,19.7,90.8,83.0,83.3,1.0,0.0,51.7,0.0,0.0,22.1,2.1,7.8,9846.13325722801,0.6521921145393144,1.64588404525497
2022-01-01,MINE_01,1,1,Saturday,2949.0,908.0,18,17,16,4,2,1,94.4,50.0,99.4,89.0,3.7,9.9,1,1,1.4,4.39,10.6,8.5,4.8,2.3,46.6,20,20.4,0.8,21.1,17.5,82.8,83.9,86.4,1.5,0.0,66.9,0.0,0.1,22.6,5.8,5.3,10670.463368476265,0.787724424216997,1.3859824193827857
2022-01-02,MINE_01,1,1,Sunday,3029.0,2083.0,18,16,16,4,4,3,88.9,100.0,91.3,84.8,12.2,0.0,1,0,1.6,4.24,9.9,6.8,4.5,1.2,24.9,43,2.5,0.2,22.2,20.1,90.6,81.2,85.5,0.0,1.2,68.7,0.0,4.3,21.0,9.7,6.4,9423.717211463778,0.6932034226266339,1.7137081739552729
2022-01-03,MINE_01,1,1,Monday,2516.0,2607.0,18,18,17,4,4,3,100.0,100.0,88.9,86.8,1.2,0.3,0,0,0.2,4.0,9.5,6.9,3.8,1.4,22.9,52,1.2,0.2,21.2,21.0,99.0,86.6,80.1,0.0,0.0,92.5,0.0,5.4,18.1,6.0,5.7,11231.352455920116,0.6146346135767626,1.2316338114331216
2022-01-06,MINE_01,1,1,Thursday,2632.0,2675.0,18,18,17,4,4,3,100.0,100.0,80.9,86.3,0.8,0.8,0,0,0.2,4.32,8.5,6.1,5.0,1.9,22.8,54,1.3,0.1,21.8,20.7,95.0,73.1,85.7,0.9,0.0,46.4,0.0,0.3,22.1,1.5,0.0,12656.251748463932,0.6831920243820058,1.2654531833544171
2022-01-07,MINE_01,1,1,Friday,2920.0,2141.0,18,18,16,4,4,3,100.0,100.0,84.5,83.5,0.7,0.1,0,0,0.2,4.25,9.4,8.0,6.2,1.9,25.4,42,0.0,0.0,21.2,19.3,91.2,77.1,82.9,1.8,0.0,55.1,0.0,0.3,22.7,12.4,10.2,11986.365485016202,0.7329204558102067,1.3118324133049126
2022-01-08,MINE_01,1,1,Saturday,2784.0,2262.0,18,18,16,4,4,3,100.0,100.0,90.0,79.0,0.1,0.6,0,0,0.1,4.39,9.5,8.6,5.0,1.8,28.3,43,3.4,0.1,22.0,21.8,99.3,71.7,87.3,0.0,0.0,65.3,0.0,0.1,20.5,4.2,6.4,9660.876690246354,0.5366821866823794,1.2095234090837004
2022-01-10,MINE_01,1,1,Monday,2699.0,2031.0,18,18,15,4,4,3,100.0,100.0,85.8,93.5,0.3,0.8,0,0,0.1,4.31,9.6,7.3,5.9,1.9,25.0,33,0.2,0.2,20.7,17.0,82.1,77.4,89.7,2.0,1.5,60.9,0.0,0.1,21.6,3.0,11.3,10024.472012808536,0.6864372181809616,1.604849810599913
2022-01-11,MINE_01,1,1,Tuesday,2661.0,2964.0,18,18,17,4,4,3,100.0,100.0,89.7,92.1,0.2,0.9,0,0,0.3,4.25,9.5,6.9,4.5,1.2,23.7,51,1.5,0.1,22.5,22.2,98.9,74.4,81.8,0.0,0.0,65.3,0.0,0.3,22.5,14.7,15.5,10966.276919238879,0.6562586977328647,0.8190027318751125
2022-01-12,MINE_01,1,1,Wednesday,2820.0,1889.0,18,18,15,4,4,3,100.0,100.0,89.3,92.0,0.2,0.2,0,0,0.8,4.3,12.4,9.1,4.5,1.7,29.8,35,2.0,0.1,22.2,21.2,95.7,79.6,80.9,0.6,0.0,72.6,0.0,0.0,24.5,11.4,17.5,9462.788461100638,0.5864316012814194,1.2722551279335799
2022-01-13,MINE_01,1,1,Thursday,2549.0,2024.0,18,16,14,4,4,3,88.9,100.0,80.8,90.1,8.4,0.5,0,0,1.0,4.0,11.2,8.3,5.0,1.8,26.6,39,0.3,0.1,21.0,20.4,97.0,77.1,91.7,0.0,0.0,56.3,0.0,0.8,21.7,12.9,12.8,11383.45654901352,0.6812474972676185,1.602610370250004
2022-01-14,MINE_01,1,1,Friday,2872.0,2963.0,18,18,16,4,4,4,100.0,100.0,84.8,83.6,1.1,0.2,0,0,0.5,4.08,10.7,6.8,4.3,1.4,23.2,46,0.0,0.1,22.0,20.9,95.1,79.1,74.1,0.8,0.0,57.7,0.0,0.0,23.5,10.0,5.9,12884.058066441781,0.6692350854886269,1.3105052179964654
2022-01-15,MINE_01,1,1,Saturday,2197.0,2483.0,18,18,16,4,4,3,100.0,100.0,95.2,90.7,0.2,1.1,0,0,0.2,3.94,10.3,8.3,6.0,1.8,27.2,40,0.9,0.2,23.0,21.1,91.5,74.8,86.2,1.7,0.0,55.3,0.0,0.1,22.9,13.5,21.1,15905.221892361957,0.6754165343645814,1.5875462082728051
2022-01-16,MINE_01,1,1,Sunday,2750.0,2376.0,18,18,16,4,4,3,100.0,100.0,84.6,85.0,1.7,0.1,0,0,0.2,3.87,9.1,5.0,5.0,1.8,24.2,46,3.3,0.3,22.5,22.3,98.9,78.0,91.8,0.0,0.0,54.5,0.0,0.3,22.8,12.0,10.1,15189.779956956481,0.6575871641219895,1.812505743209534
2022-01-17,MINE_01,1,1,Monday,3062.0,2119.0,18,18,14,4,4,3,100.0,100.0,80.3,84.6,0.3,0.1,0,0,0.6,4.04,9.2,5.8,5.8,1.8,23.1,40,0.6,0.0,20.4,20.2,99.0,66.2,82.6,0.0,0.0,49.1,0.0,0.1,24.6,6.8,1.0,10681.779598028474,0.6205679328779737,1.3890458436174562
2022-01-19,MINE_01,1,1,Wednesday,2717.0,2275.0,18,18,16,4,4,3,100.0,100.0,82.6,77.0,0.0,0.1,0,0,0.1,4.18,10.3,6.5,7.0,2.5,28.1,43,1.8,0.2,23.7,23.6,99.5,70.2,87.2,0.0,0.0,34.1,0.0,0.1,21.8,4.0,8.3,8071.60229004143,0.5967273423875479,1.6067557680092532
2022-01-20,MINE_01,1,1,Thursday,2602.0,2433.0,18,18,17,4,4,3,100.0,100.0,92.7,94.9,0.2,0.9,0,0,0.6,3.85,6.8,5.7,4.0,1.9,20.8,52,2.4,0.7,20.6,18.4,89.3,82.5,77.8,1.6,0.0,80.1,0.0,0.1,23.5,3.1,0.0,8150.711584095541,0.6387535515203472,1.8567964189485586
2022-01-21,MINE_01,1,1,Friday,2659.0,2021.0,18,18,15,4,4,3,100.0,100.0,84.6,84.1,0.7,0.5,0,0,0.1,4.46,10.4,6.4,3.2,1.7,22.4,40,0.7,0.1,20.7,18.4,88.9,87.3,82.4,2.1,0.0,85.3,0.0,0.0,23.3,7.4,8.6,13646.146166631219,0.724000364509635,1.4533870556523987
2022-01-22,MINE_01,1,1,Saturday,2974.0,2281.0,18,18,16,4,3,3,100.0,75.0,79.7,92.5,0.3,5.1,0,1,0.8,4.2,9.4,7.3,4.8,1.5,24.6,44,1.6,0.1,22.9,21.5,93.8,80.5,83.5,0.0,0.5,69.5,0.0,0.0,21.3,3.6,4.6,11217.19090313002,0.6895603643904225,1.3633562767326441
2022-01-23,MINE_01,1,1,Sunday,2608.0,2119.0,18,18,17,4,4,3,100.0,100.0,85.4,80.6,0.4,0.0,0,0,0.4,4.57,11.6,7.1,4.4,2.2,28.0,41,2.7,0.4,21.9,20.6,94.0,88.2,85.9,0.0,1.0,83.2,0.0,0.5,25.3,5.4,10.7,11660.822625856968,0.6729369651158891,1.5534619776953171
2022-01-24,MINE_01,1,1,Monday,2788.0,2074.0,18,17,15,4,4,3,94.4,100.0,90.8,84.1,4.5,0.5,1,0,0.7,4.23,9.5,7.6,5.4,1.9,24.4,38,0.0,0.0,20.6,20.2,98.1,74.3,82.6,0.0,0.0,53.5,0.0,0.2,24.9,7.7,14.0,7349.135231009409,0.6195542500365195,1.6098122648847615
2022-01-26,MINE_01,1,1,Wednesday,2513.0,3079.0,18,18,16,4,4,4,100.0,100.0,83.0,95.5,0.3,0.1,0,0,0.1,4.25,9.7,6.8,4.3,1.6,22.5,57,0.0,0.1,23.5,23.4,99.6,72.0,81.3,0.0,0.0,72.3,0.0,0.4,24.1,14.1,11.2,11694.489292493017,0.6561761769284699,1.3652058554355768
2022-01-27,MINE_01,1,1,Thursday,2622.0,2638.0,18,18,17,4,4,3,100.0,100.0,90.5,93.9,1.2,0.2,0,0,0.1,3.78,9.5,6.0,4.7,1.3,22.8,49,1.2,0.1,20.8,20.6,99.4,77.6,81.0,0.0,0.0,62.5,0.0,2.2,23.7,3.4,5.2,10956.379049413557,0.7172851639450982,1.2762001824981528
2022-01-28,MINE_01,1,1,Friday,2545.0,2833.0,18,18,15,4,4,3,100.0,100.0,89.3,96.0,0.0,0.4,0,0,0.5,4.0,9.9,7.3,3.9,2.1,25.6,45,2.4,0.2,23.9,23.6,98.8,75.2,81.8,0.0,0.0,55.8,0.0,0.8,24.3,8.9,13.8,9028.096602301128,0.7045046051721535,1.7164479778695712
2022-01-29,MINE_01,1,1,Saturday,2292.0,2371.0,18,18,15,4,4,3,100.0,100.0,89.0,86.1,1.4,0.0,0,0,0.3,4.21,8.6,6.7,5.4,2.0,24.0,42,1.3,0.2,21.0,19.5,92.9,83.0,79.6,1.3,0.0,60.4,0.0,0.1,25.5,3.2,2.9,10238.203473597781,0.6504955603979522,1.3188460226658807
2022-01-30,MINE_01,1,1,Sunday,2764.0,1691.0,18,18,15,4,3,2,100.0,75.0,82.1,82.3,0.1,7.6,0,1,1.1,4.19,9.0,5.5,5.6,1.5,25.1,37,3.5,0.9,20.4,18.7,91.9,78.5,89.0,0.0,0.0,59.3,0.0,1.2,24.7,6.8,9.2,9695.777144061336,0.5331143799047224,1.6117146683067562
2022-01-31,MINE_01,1,1,Monday,2692.0,1977.0,18,18,18,4,3,2,100.0,75.0,80.4,91.1,0.5,4.9,0,1,0.4,3.92,9.5,6.8,6.4,1.6,31.3,42,7.1,0.3,22.6,21.7,96.2,75.3,91.3,0.0,0.0,57.1,0.0,0.4,23.9,12.2,14.5,11169.510535683097,0.6396248785765645,1.4255423688508724
2022-02-01,MINE_01,2,1,Tuesday,2546.0,1431.0,18,17,14,4,3,2,94.4,75.0,94.5,79.3,4.9,9.1,1,1,1.5,4.42,9.8,7.5,5.7,1.9,29.3,31,4.4,0.2,23.3,21.5,92.3,70.7,76.8,0.0,0.0,48.9,0.0,1.1,24.2,5.6,4.3,9301.740610324565,0.6501932997668665,1.7383619457420048
2022-02-04,MINE_01,2,1,Friday,2840.0,3058.0,18,18,16,4,4,3,100.0,100.0,91.6,85.0,0.0,0.0,0,0,0.1,4.19,10.7,5.6,3.6,2.2,23.0,61,0.9,0.1,23.2,23.1,99.7,86.6,94.7,0.0,0.0,79.3,0.0,0.7,25.4,7.7,7.8,10775.513509822431,0.6268506716617996,1.2031597296792176
2022-02-05,MINE_01,2,1,Saturday,2587.0,2177.0,18,17,16,4,4,3,94.4,100.0,89.5,84.1,8.2,0.4,1,0,1.4,4.0,9.1,6.6,4.3,1.9,23.8,42,1.9,0.4,21.1,20.3,95.9,69.3,80.4,0.0,0.0,60.7,0.0,0.5,24.2,9.2,10.6,9829.01867007913,0.6540168301627677,1.2027728338037837
2022-02-06,MINE_01,2,1,Sunday,2861.0,1727.0,18,18,15,4,3,2,100.0,75.0,89.0,97.1,0.0,6.1,0,1,0.7,3.98,12.4,7.8,4.8,1.5,34.4,30,7.9,0.3,21.4,20.3,94.7,79.6,73.0,0.0,0.0,68.8,0.0,3.9,26.0,12.8,19.3,12466.011797913774,0.7216517552861885,1.5438661945763055
2022-02-08,MINE_01,2,1,Tuesday,2593.0,2095.0,18,14,11,4,4,3,77.8,100.0,92.2,84.9,15.9,0.4,2,0,2.0,4.22,8.6,6.8,6.1,2.3,24.2,34,0.4,0.0,21.8,20.7,95.0,77.7,86.8,0.0,0.0,74.3,0.0,0.8,24.9,6.6,2.7,13095.128099840746,0.6746901933228432,1.146901052894844
2022-02-09,MINE_01,2,1,Wednesday,2706.0,2380.0,18,18,18,4,4,3,100.0,100.0,84.1,89.6,1.0,0.0,0,0,0.2,4.13,9.1,5.8,5.6,1.9,24.0,60,1.6,0.1,23.9,22.2,92.9,73.6,83.4,1.2,0.4,63.1,0.0,0.1,24.9,13.3,11.6,6724.672841476682,0.7311747808702233,1.3962946067082225
2022-02-11,MINE_01,2,1,Friday,2935.0,2510.0,18,17,15,4,4,3,94.4,100.0,93.1,80.5,1.1,0.1,0,0,0.3,4.11,11.3,6.5,5.1,1.6,24.8,50,0.2,0.2,24.0,23.7,99.1,89.1,89.4,0.0,0.0,71.7,0.0,1.1,30.9,7.2,15.9,10658.267811343745,0.5937810335249543,1.68265076080228
2022-02-13,MINE_01,2,1,Sunday,2374.0,2530.0,18,18,16,4,4,3,100.0,100.0,85.5,94.7,0.2,0.3,0,0,0.1,4.01,10.4,7.9,4.1,1.7,26.6,43,2.5,0.7,23.7,23.3,98.5,74.6,83.4,0.0,0.0,57.3,0.0,0.7,29.5,10.7,15.8,9878.862589071454,0.6599629750479296,1.0160024864235844
2022-02-14,MINE_01,2,1,Monday,2789.0,1680.0,18,18,16,4,3,2,100.0,75.0,86.4,93.1,0.0,5.9,0,1,0.5,4.18,9.1,6.7,4.4,1.9,27.8,35,5.7,0.2,21.3,18.4,86.3,75.2,84.6,2.0,0.0,66.4,0.0,0.0,27.2,7.2,7.6,10979.663515215512,0.5700952821389764,1.453396769932019
2022-02-15,MINE_01,2,1,Tuesday,2566.0,2299.0,18,17,16,4,4,3,94.4,100.0,97.1,86.1,2.5,0.2,0,0,0.2,4.49,10.6,8.0,4.7,2.2,26.0,38,0.5,0.1,20.2,20.0,99.0,73.6,89.4,0.0,0.0,71.1,0.0,0.1,28.3,11.2,10.8,9545.915372789983,0.6532797340944249,1.615317992075159
2022-02-16,MINE_01,2,1,Wednesday,2816.0,1723.0,18,18,15,4,3,2,100.0,75.0,90.8,94.0,0.7,3.7,0,0,0.7,4.15,12.9,7.8,4.0,1.7,31.6,33,5.1,0.4,21.4,20.5,96.0,84.0,87.2,0.0,0.0,72.3,0.0,4.4,28.5,18.3,18.0,7250.858849591903,0.6192303381940795,1.3677873811996082
2022-02-20,MINE_01,2,1,Sunday,2692.0,1510.0,18,18,16,4,3,2,100.0,75.0,83.0,96.6,0.1,4.2,0,0,0.8,4.15,10.5,7.7,4.1,1.3,31.4,32,7.8,0.7,21.5,18.5,86.2,83.7,74.7,1.9,0.0,65.0,0.0,4.3,27.6,9.0,13.0,10634.985057257712,0.7472104040740125,1.1875503481371419
2022-02-21,MINE_01,2,1,Monday,2352.0,2768.0,18,18,17,4,4,4,100.0,100.0,89.9,85.2,0.2,0.3,0,0,0.2,3.75,10.7,7.5,4.8,1.6,26.8,48,2.3,0.2,23.8,23.4,98.4,77.6,83.5,0.0,0.0,73.9,0.2,4.9,28.2,10.3,18.3,15901.971780243435,0.6992756585568443,1.3204473125915028
2022-02-22,MINE_01,2,1,Tuesday,2584.0,2342.0,18,18,18,4,4,3,100.0,100.0,85.3,95.2,0.3,0.2,0,0,0.3,3.6,9.4,6.5,4.1,2.5,24.7,52,2.1,0.3,21.0,20.8,98.8,77.5,83.5,0.0,0.0,62.2,0.0,0.0,27.8,6.3,14.1,7480.218156029453,0.7325571204930672,1.2052649569154932
2022-02-23,MINE_01,2,1,Wednesday,2658.0,1844.0,18,18,18,4,3,2,100.0,75.0,88.0,88.9,0.1,4.4,0,0,0.9,4.27,8.8,7.8,4.2,2.5,30.1,40,6.9,0.3,21.2,19.9,93.8,76.1,87.1,0.0,0.4,65.4,0.0,0.0,30.1,5.7,1.2,12944.384942309722,0.6531273678454403,1.386800559213593
2022-02-25,MINE_01,2,1,Friday,2797.0,2487.0,18,18,16,4,4,3,100.0,100.0,89.7,80.8,0.4,0.1,0,0,0.1,4.38,8.9,5.9,5.3,2.0,24.1,51,1.9,0.1,22.4,22.3,99.6,84.6,86.7,0.0,0.0,63.2,0.0,0.5,30.4,5.8,0.3,10195.215052513007,0.6206570028940361,1.3176278021398535
2022-02-26,MINE_01,2,1,Saturday,3038.0,2786.0,18,18,18,4,4,3,100.0,100.0,77.7,91.0,0.3,0.0,0,0,0.2,3.93,7.4,6.6,4.3,1.1,21.4,59,2.1,0.1,22.9,20.6,90.0,87.7,85.2,2.2,0.0,76.7,0.0,0.3,31.0,8.4,6.9,8922.427616187546,0.6189055335358373,1.2703168097176085
2022-02-27,MINE_01,2,1,Sunday,3020.0,3038.0,18,18,15,4,4,3,100.0,100.0,85.3,85.9,0.3,0.1,0,0,0.4,4.29,7.3,5.8,5.9,2.5,22.6,51,1.0,0.1,24.0,23.8,99.2,79.1,88.5,0.0,0.0,40.5,0.0,0.2,29.3,5.2,0.0,9126.394198659344,0.6913406586778487,1.466198393202643
2022-02-28,MINE_01,2,1,Monday,2596.0,2276.0,18,18,16,4,4,3,100.0,100.0,85.4,80.7,0.3,0.1,0,0,0.2,4.24,9.4,7.7,4.5,1.5,25.6,54,2.4,0.3,24.0,23.8,99.2,75.3,74.3,0.0,0.0,66.5,0.0,0.1,32.1,5.2,14.4,8478.052014370818,0.7763003804160898,1.688792038634582
2022-03-02,MINE_01,3,1,Wednesday,2814.0,1732.0,18,18,14,4,3,2,100.0,75.0,88.9,90.3,0.0,2.8,0,0,0.8,4.62,8.3,7.0,4.7,2.1,25.8,39,3.7,0.2,22.7,22.1,97.1,81.4,78.9,0.0,0.0,74.6,0.0,0.2,29.2,0.0,0.0,14285.624404406031,0.6994225242965784,1.4385330899792055
2022-03-03,MINE_01,3,1,Thursday,2939.0,2050.0,18,17,17,4,4,3,94.4,100.0,79.2,90.9,9.2,0.3,1,0,0.7,4.16,9.5,6.2,5.7,1.8,23.8,46,0.6,0.0,19.0,18.5,97.4,73.6,73.8,0.0,0.0,53.5,0.0,0.1,32.4,13.8,11.1,11213.938242652475,0.6561292731246344,1.6417020282990573
2022-03-04,MINE_01,3,1,Friday,2384.0,2315.0,18,18,17,4,4,3,100.0,100.0,78.2,100.0,0.1,0.4,0,0,0.3,4.37,8.8,7.5,4.6,2.1,25.1,49,2.1,0.2,22.1,21.9,99.0,80.4,87.4,0.0,0.0,79.1,0.0,1.0,29.0,15.5,9.3,14541.150674720744,0.6663591012034894,1.6887338937663954
2022-03-05,MINE_01,3,1,Saturday,3068.0,2475.0,18,18,18,4,4,3,100.0,100.0,88.8,88.1,0.0,0.2,0,0,0.1,3.9,7.7,6.5,4.1,2.0,23.8,48,3.6,0.3,19.8,19.6,99.1,81.9,87.5,0.0,0.0,76.7,0.0,0.1,28.0,10.8,3.0,11446.219225103263,0.6750199799891026,1.2556408537466672
2022-03-06,MINE_01,3,1,Sunday,2727.0,772.0,18,16,14,4,2,1,88.9,50.0,94.5,81.1,2.6,11.2,0,1,1.6,4.08,11.1,7.1,5.7,1.9,42.6,22,16.8,0.6,20.9,18.7,89.5,67.0,83.4,0.0,0.0,66.4,0.0,0.3,32.8,4.9,13.6,11652.604251571498,0.7882068390452502,1.4279406150085434
2022-03-08,MINE_01,3,1,Tuesday,2627.0,2770.0,18,18,15,4,4,3,100.0,100.0,89.3,86.0,0.3,0.3,0,0,0.2,4.01,8.2,5.0,3.0,1.7,21.4,55,3.4,0.3,23.6,23.3,99.0,88.4,85.5,0.0,0.0,97.4,0.0,1.7,31.1,4.2,4.7,15909.008447670694,0.74458996935637,1.28797938538058
2022-03-09,MINE_01,3,1,Wednesday,2717.0,2587.0,18,18,17,4,4,3,100.0,100.0,100.0,94.4,0.6,0.5,0,0,0.1,4.23,11.2,8.5,4.8,1.4,28.3,43,2.4,0.2,20.9,20.3,97.0,74.1,85.9,0.4,0.0,55.8,0.0,3.5,30.9,3.7,17.1,10582.586891397706,0.6910392434637216,1.0765361459750853
2022-03-10,MINE_01,3,1,Thursday,2886.0,2293.0,18,17,15,4,4,3,94.4,100.0,86.3,99.8,6.6,0.4,1,0,0.7,4.24,11.9,7.0,5.3,1.5,28.3,34,2.6,0.6,20.6,19.9,96.7,79.0,79.1,0.0,0.0,72.3,0.0,0.0,30.0,10.6,17.9,11596.807728422797,0.6827767564647873,1.4441210879540758
2022-03-11,MINE_01,3,1,Friday,2369.0,2590.0,18,18,17,4,4,3,100.0,100.0,86.9,93.8,0.0,0.6,0,0,0.2,4.1,10.3,7.5,5.7,1.8,27.7,51,2.4,0.3,23.0,22.8,98.9,86.2,78.0,0.0,0.0,68.9,0.0,0.5,29.4,13.7,12.6,10542.412030682033,0.6932059347057946,1.1625389906006118
2022-03-13,MINE_01,3,1,Sunday,2671.0,2345.0,18,16,15,4,4,3,88.9,100.0,83.5,91.6,7.2,0.2,0,0,0.7,4.6,9.9,5.3,3.8,1.6,21.5,48,0.7,0.2,21.4,20.9,97.6,80.9,88.4,0.0,0.0,61.2,0.0,0.0,29.8,8.7,0.0,11281.402299662452,0.7039266600460207,1.4698295693300802
2022-03-14,MINE_01,3,1,Monday,2621.0,2064.0,18,16,14,4,4,3,88.9,100.0,95.9,86.0,7.2,0.4,0,0,0.8,3.86,10.9,5.6,4.9,1.8,25.1,39,1.9,0.2,22.3,20.3,91.1,85.6,89.0,1.4,0.0,67.9,0.0,1.0,31.2,12.3,10.2,7098.259335157028,0.6540156108217937,1.0617932975820608
2022-03-16,MINE_01,3,1,Wednesday,2574.0,2506.0,18,18,16,4,4,3,100.0,100.0,82.8,85.2,0.1,0.3,0,0,0.1,4.18,13.0,8.3,3.6,2.1,27.0,44,0.0,0.1,23.2,22.7,97.5,86.6,81.3,0.5,0.0,94.6,0.0,0.2,31.0,10.1,22.0,15272.591983150114,0.6303171561297365,1.4071675141058257
2022-03-20,MINE_01,3,1,Sunday,2666.0,1501.0,18,18,16,4,3,2,100.0,75.0,88.1,91.7,0.4,4.9,0,0,0.5,4.33,9.5,6.5,4.7,2.1,30.1,37,7.3,0.4,21.3,20.4,95.6,73.0,86.0,0.0,0.0,65.6,0.0,0.4,29.0,5.4,10.2,9058.842419910108,0.7335136125659691,1.0588223133557189
2022-03-21,MINE_01,3,1,Monday,2626.0,2381.0,18,16,14,4,4,3,88.9,100.0,73.6,89.9,8.8,0.0,1,0,1.6,4.4,9.6,6.8,5.1,2.0,24.2,40,0.7,0.1,23.1,21.2,91.8,84.9,93.3,0.0,1.1,64.0,0.0,0.2,34.2,12.4,11.0,13098.842090503313,0.6779505484169106,1.50774186748469
2022-03-22,MINE_01,3,1,Tuesday,2466.0,2223.0,18,18,16,4,4,3,100.0,100.0,95.7,79.3,0.9,0.1,0,0,0.1,4.21,11.2,6.9,4.9,1.9,26.9,44,2.0,0.4,21.6,21.3,98.9,76.6,77.9,0.0,0.0,56.9,0.0,0.1,31.4,12.0,8.6,10130.542718710767,0.7289215347052748,1.2942928994924094
2022-03-23,MINE_01,3,1,Wednesday,2590.0,1696.0,18,18,17,4,3,2,100.0,75.0,91.7,80.7,0.3,3.9,0,0,0.7,4.39,10.7,7.1,4.2,1.9,31.9,41,8.0,0.4,23.4,21.2,90.4,76.0,83.6,0.0,1.4,70.4,0.0,4.4,33.7,6.2,13.5,10696.647409231782,0.7672802294181559,1.2750102927032017
2022-03-27,MINE_01,3,1,Sunday,2612.0,2033.0,18,18,15,4,4,3,100.0,100.0,86.2,87.1,0.3,0.6,0,0,0.4,4.16,11.1,8.1,5.1,2.2,26.5,32,0.0,0.0,20.4,18.4,89.9,77.7,94.0,1.8,0.0,62.4,0.0,0.2,31.5,11.6,13.3,12997.798415093393,0.7053753086109273,1.5982698844588912
2022-03-28,MINE_01,3,1,Monday,2622.0,2223.0,18,18,14,4,4,4,100.0,100.0,86.5,88.9,0.1,0.1,0,0,0.2,4.24,11.6,7.4,4.9,1.9,26.4,34,0.7,0.5,19.4,19.1,98.6,68.1,92.0,0.0,0.0,56.4,0.0,0.3,32.8,7.8,10.8,13927.53210834679,0.6964616646118054,1.3086548805675844
2022-03-31,MINE_01,3,1,Thursday,2560.0,1794.0,18,18,16,4,3,2,100.0,75.0,89.2,84.7,0.0,4.6,0,1,0.7,4.3,10.5,8.2,4.3,1.5,31.6,36,7.0,0.3,22.7,21.8,96.0,75.9,80.0,0.0,0.0,61.9,0.0,1.0,34.3,7.9,15.2,12792.19211869995,0.8527548621638901,1.3951394346249308
2022-04-02,MINE_01,4,2,Saturday,2500.0,2783.0,18,16,14,4,4,3,88.9,100.0,99.7,90.5,4.2,0.1,0,0,0.9,4.14,11.4,6.7,3.9,2.7,24.6,42,0.0,0.1,22.9,22.4,98.1,84.0,84.8,0.0,0.0,80.7,0.0,0.1,34.3,9.8,15.8,7880.615905965565,0.6881276052908415,1.3332456728165207
2022-04-04,MINE_01,4,2,Monday,2672.0,2205.0,18,17,15,4,4,3,94.4,100.0,84.6,90.0,3.5,0.0,0,0,0.4,4.27,10.5,7.4,4.6,1.7,24.2,45,0.0,0.0,21.3,21.0,99.0,71.0,84.6,0.0,0.0,49.4,0.0,1.5,32.9,10.6,13.2,10815.386587700008,0.6167614238039023,1.4744473980789334
2022-04-05,MINE_01,4,2,Tuesday,2492.0,2828.0,18,18,17,4,4,4,100.0,100.0,90.0,91.2,1.7,0.1,0,0,0.3,3.99,10.0,6.9,3.9,1.2,23.8,47,1.8,0.2,21.5,20.2,94.3,75.5,90.6,1.0,0.0,70.4,0.0,0.2,34.1,11.9,3.6,7987.417799603472,0.6612741104659922,1.581557898662824
2022-04-06,MINE_01,4,2,Wednesday,2673.0,3289.0,18,18,16,4,4,4,100.0,100.0,80.3,94.2,0.1,0.0,0,0,0.1,4.09,6.8,6.6,5.8,1.8,21.1,55,0.2,0.1,22.7,21.9,96.5,78.2,89.3,0.7,0.0,48.9,0.0,0.1,34.4,4.8,2.7,10581.542826490406,0.7620841573814563,1.5400960055885649
2022-04-07,MINE_01,4,2,Thursday,2633.0,2815.0,18,18,17,4,4,3,100.0,100.0,93.5,82.1,0.3,0.2,0,0,0.1,4.07,9.1,6.0,4.7,1.4,22.7,56,1.5,0.1,22.8,22.7,99.5,74.3,86.9,0.0,0.0,48.1,0.0,0.6,33.4,10.9,8.0,12366.655438380976,0.6055622939700489,1.2796352002988856
